primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename
amewig,[],['call'],56.7264,-111.3803,Mareca americana,American Wigeon,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.5,05:00,https://www.xeno-canto.org/152873,amewig/XC152873.ogg
amewig,['sora'],['call'],56.7264,-111.3803,Mareca americana,American Wigeon,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,04:00,https://www.xeno-canto.org/153020,amewig/XC153020.ogg
amewig,['mallar3'],['call'],48.4123,-123.3627,Mareca americana,American Wigeon,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,13:00,https://www.xeno-canto.org/165450,amewig/XC165450.ogg
amewig,[],['call'],32.233,-109.8269,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:27,https://www.xeno-canto.org/172886,amewig/XC172886.ogg
amewig,[],['call'],32.564,-117.1256,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:54,https://www.xeno-canto.org/172887,amewig/XC172887.ogg
amewig,['houfin'],['call'],32.564,-117.1256,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:15,https://www.xeno-canto.org/172888,amewig/XC172888.ogg
amewig,[],['call'],32.564,-117.1256,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,10:53,https://www.xeno-canto.org/172889,amewig/XC172889.ogg
amewig,[],['call'],32.564,-117.1256,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,10:45,https://www.xeno-canto.org/172890,amewig/XC172890.ogg
amewig,[],['flight call'],47.7312,-70.4221,Mareca americana,American Wigeon,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,18:25,https://www.xeno-canto.org/187408,amewig/XC187408.ogg
amewig,[],['flight call'],47.7312,-70.4221,Mareca americana,American Wigeon,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:28,https://www.xeno-canto.org/187411,amewig/XC187411.ogg
amewig,[],['male'],51.7068,-103.5791,Mareca americana,American Wigeon,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,12:49,https://www.xeno-canto.org/293789,amewig/XC293789.ogg
amewig,[],['call'],33.8047,-116.5067,Mareca americana,American Wigeon,Jim Holmes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/298401,amewig/XC298401.ogg
amewig,['mallar3'],['call'],40.015,-105.2705,Mareca americana,American Wigeon,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,14:16,https://www.xeno-canto.org/301850,amewig/XC301850.ogg
amewig,[],"['call', 'male']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,13:30,https://www.xeno-canto.org/305019,amewig/XC305019.ogg
amewig,[],"['call', 'male']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,13:30,https://www.xeno-canto.org/305020,amewig/XC305020.ogg
amewig,[],"['call', 'male']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:00,https://www.xeno-canto.org/305022,amewig/XC305022.ogg
amewig,[],"['call', 'male']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:00,https://www.xeno-canto.org/305023,amewig/XC305023.ogg
amewig,[],"['male', 'wing beats']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,13:00,https://www.xeno-canto.org/305276,amewig/XC305276.ogg
amewig,['mallar3'],['call'],41.7974,-71.3791,Mareca americana,American Wigeon,Dylan Pedro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,13:00,https://www.xeno-canto.org/309315,amewig/XC309315.ogg
amewig,[],['call'],48.6617,-112.4239,Mareca americana,American Wigeon,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,12:51,https://www.xeno-canto.org/335125,amewig/XC335125.ogg
amewig,[],['call'],48.6617,-112.4239,Mareca americana,American Wigeon,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,13:14,https://www.xeno-canto.org/335126,amewig/XC335126.ogg
amewig,[],"['alarm call', 'female']",50.9619,-118.1997,Mareca americana,American Wigeon,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,08:00,https://www.xeno-canto.org/379016,amewig/XC379016.ogg
amewig,[],"['call', 'male']",33.7251,-117.9103,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:09,https://www.xeno-canto.org/384955,amewig/XC384955.ogg
amewig,['mallar3'],['call'],48.4302,-123.3926,Mareca americana,American Wigeon,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,21:30,https://www.xeno-canto.org/396690,amewig/XC396690.ogg
amewig,[],['call'],32.2789,-111.0223,Mareca americana,American Wigeon,Janine McCabe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,09:30,https://www.xeno-canto.org/398300,amewig/XC398300.ogg
amewig,[],['call'],40.5032,-105.0629,Mareca americana,American Wigeon,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,17:30,https://www.xeno-canto.org/403005,amewig/XC403005.ogg
amewig,[],"['alarm call', 'call']",47.6807,-122.2459,Mareca americana,American Wigeon,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:30,https://www.xeno-canto.org/404504,amewig/XC404504.ogg
amewig,[],"['call', 'female', 'male']",32.6185,-117.1029,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:03,https://www.xeno-canto.org/448935,amewig/XC448935.ogg
amewig,[],"['call', 'male']",32.6185,-117.1029,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:14,https://www.xeno-canto.org/448937,amewig/XC448937.ogg
amewig,['cangoo'],"['Whi-Whee-Whew', 'call', 'male']",40.7124,-74.4871,Mareca americana,American Wigeon,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,02:00,https://www.xeno-canto.org/509697,amewig/XC509697.ogg
amewig,[],"['adult', 'call', 'female', 'female call']",49.2713,-123.1949,Mareca americana,American Wigeon,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:30,https://www.xeno-canto.org/509721,amewig/XC509721.ogg
amewig,[],"['adult', 'call', 'male', 'male call']",49.2713,-123.1949,Mareca americana,American Wigeon,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,11:30,https://www.xeno-canto.org/509723,amewig/XC509723.ogg
amewig,[],"['call', 'male']",34.7092,135.3573,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,12:00,https://www.xeno-canto.org/513990,amewig/XC513990.ogg
amewig,['eurwig'],"['call', 'male']",34.7092,135.3573,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,12:05,https://www.xeno-canto.org/513991,amewig/XC513991.ogg
amewig,['norsho'],"['adult', 'call', 'male']",25.6602,-109.0033,Mareca americana,American Wigeon,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,09:30,https://www.xeno-canto.org/519618,amewig/XC519618.ogg
amewig,['bknsti'],"['adult', 'call', 'male']",25.6602,-109.0033,Mareca americana,American Wigeon,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,09:30,https://www.xeno-canto.org/519619,amewig/XC519619.ogg
amewig,[],['call'],25.6602,-109.0033,Mareca americana,American Wigeon,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:30,https://www.xeno-canto.org/519789,amewig/XC519789.ogg
amewig,[],['call'],25.6602,-109.0033,Mareca americana,American Wigeon,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:30,https://www.xeno-canto.org/519790,amewig/XC519790.ogg
amewig,[],"['adult', 'call', 'male']",52.5484,6.1209,Mareca americana,American Wigeon,Wolbert Hermus,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:30,https://www.xeno-canto.org/522375,amewig/XC522375.ogg
amewig,[],['call'],45.5734,-122.6114,Mareca americana,American Wigeon,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:15,https://www.xeno-canto.org/524662,amewig/XC524662.ogg
amewig,['mallar3'],['call'],45.5734,-122.6114,Mareca americana,American Wigeon,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:22,https://www.xeno-canto.org/524663,amewig/XC524663.ogg
amewig,[],"['Whi-Whee-Whew', 'male', 'song']",40.5874,-74.2621,Mareca americana,American Wigeon,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,07:30,https://www.xeno-canto.org/530872,amewig/XC530872.ogg
amewig,[],['call'],49.2775,-123.1453,Mareca americana,American Wigeon,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:30,https://www.xeno-canto.org/531503,amewig/XC531503.ogg
amewig,[],['call'],49.2775,-123.1453,Mareca americana,American Wigeon,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:30,https://www.xeno-canto.org/531510,amewig/XC531510.ogg
amewig,[],['call'],19.2726,-98.9868,Mareca americana,American Wigeon,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:30,https://www.xeno-canto.org/593011,amewig/XC593011.ogg
amewig,[],"['adult', 'call', 'female', 'male']",49.2714,-123.1956,Mareca americana,American Wigeon,Peter Ward and Ken Hall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:00,https://www.xeno-canto.org/603725,amewig/XC603725.ogg
amewig,['cangoo'],['call'],34.0876,-118.1154,Mareca americana,American Wigeon,Grant Kirchhoff,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:00,https://www.xeno-canto.org/611348,amewig/XC611348.ogg
aniani,['kauama'],['song'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:30,https://www.xeno-canto.org/174949,aniani/XC174949.ogg
aniani,"['apapan', 'kauama']",['call'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/174952,aniani/XC174952.ogg
aniani,['apapan'],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:30,https://www.xeno-canto.org/174955,aniani/XC174955.ogg
aniani,[],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,15:30,https://www.xeno-canto.org/210202,aniani/XC210202.ogg
aniani,[],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/210203,aniani/XC210203.ogg
aniani,[],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/210204,aniani/XC210204.ogg
aniani,[],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:30,https://www.xeno-canto.org/210205,aniani/XC210205.ogg
aniani,[],['song'],22.1467,-159.6134,Magumma parva,Anianiau,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,15:00,https://www.xeno-canto.org/210206,aniani/XC210206.ogg
aniani,[],"['call', 'rain']",22.1493,-159.6099,Magumma parva,Anianiau,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,11:30,https://www.xeno-canto.org/256222,aniani/XC256222.ogg
aniani,['iiwi'],"['call', 'song']",22.1467,-159.6134,Magumma parva,Anianiau,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,10:50,https://www.xeno-canto.org/27338,aniani/XC27338.ogg
aniani,[],['call'],22.1493,-159.6099,Magumma parva,Anianiau,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,15:00,https://www.xeno-canto.org/314503,aniani/XC314503.ogg
aniani,[],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:00,https://www.xeno-canto.org/317139,aniani/XC317139.ogg
apapan,[],"['call', 'song', 'wing flutters']",22.1417,-159.6219,Himatione sanguinea,Apapane,Thomas Hamel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,09:30,https://www.xeno-canto.org/139974,apapan/XC139974.ogg
apapan,['aniani'],['call'],22.1467,-159.6134,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:30,https://www.xeno-canto.org/174948,apapan/XC174948.ogg
apapan,['saffin'],['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:00,https://www.xeno-canto.org/175215,apapan/XC175215.ogg
apapan,"['spodov', 'zebdov']",['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:00,https://www.xeno-canto.org/175225,apapan/XC175225.ogg
apapan,[],['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:30,https://www.xeno-canto.org/175230,apapan/XC175230.ogg
apapan,['houfin'],['call'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:30,https://www.xeno-canto.org/175233,apapan/XC175233.ogg
